id,name,change_name_to,region,city,address,latitude,longitude,courseType,holes,hole_count,is_public,membership_type,phone,website,difficulty,price_min,price_max,price_text,price_type,price_source,weekday_price_min,weekday_price_max,weekend_price_min,weekend_price_max,teescanner_used_search_term,teescanner_matched_title,candidate_region,candidate_subregion,teescanner_match_status,teescanner_review_action,teescanner_review_reason,suggested_change_name_to,needs_price_review,seo_aliases,search_keywords,tags,source,updatedAt
gc-7b483fb0f2d1,이지스카이컨트리클럽,이지스카이 골프클럽,경상,군위군,대구광역시 군위군 군위읍 대흥1길 48-100,36.289125167459,128.539546330945,대중제,18,18,,대중제,054-380-9200,http://www.easyskycc.co.kr,,,,,,,,,,,,,,,,manual_review,,,true,이지스카이 골프클럽|이지스카이CC|이지스카이GC|이지스카이컨트리클럽|이지스카이골프장,이지스카이 골프클럽 이지스카이CC 이지스카이GC 이지스카이컨트리클럽 이지스카이골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-4906278997cc,대덕복지센터,사이언스대덕골프장,충청,대전,대전 유성구 유성대로 1689번길 69,36.4039896147136,127.395094219166,대중제,9,9,,대중제,042-865-3000,http://www.ddgolf.co.kr/,,,,,,,,,,,,,,,,manual_review,,,true,사이언스대덕골프장|사이언스대덕CC|사이언스대덕GC|사이언스대덕컨트리클럽|사이언스대덕골프클럽,사이언스대덕골프장 사이언스대덕CC 사이언스대덕GC 사이언스대덕컨트리클럽 사이언스대덕골프클럽,{},public_data,2026-06-18T01:00:04.006Z
gc-de756338755f,해라컨트리클럽,해라CC,경상,강서구,부산광역시 강서구 과학산단로 306번길 77,35.1552692522626,128.838157017504,대중제,9,9,,대중제,051-973-7400,http://www.haeracc.co.kr/,,,,,,,,,,,,,,,,manual_review,,,true,해라CC|해라GC|해라컨트리클럽|해라골프클럽|해라골프장,해라CC 해라GC 해라컨트리클럽 해라골프클럽 해라골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-9407b216837c,더골프골프장,골프존카운티 더골프,경상,울주군,울주군 서생면 용연길 206-52,35.3652777099493,129.310406839136,대중제,18,18,,대중제,052-240-0100,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=61,,,,,,,,,,,,,,,,,,,false,골프존카운티 더골프|골프존카운티 더골프CC|골프존카운티 더골프GC|골프존카운티 더골프컨트리클럽|골프존카운티 더골프골프클럽|골프존카운티 더골프골프장,골프존카운티 더골프 골프존카운티 더골프CC 골프존카운티 더골프GC 골프존카운티 더골프컨트리클럽 골프존카운티 더골프골프클럽 골프존카운티 더골프골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-349a94f1be3f,세이지우드 여수경도,세이지우드CC 여수경도,전라,전남,전남 여수시 대경도길 111,34.7139138479231,127.725536348487,대중제,27,27,,대중제,061-660-1000,https://www.sagewood.co.kr/yeosu/main,,,,,,,,,,,,,,,,,,,false,세이지우드CC 여수경도|세이지우드CC 여수경도CC|세이지우드CC 여수경도GC|세이지우드CC 여수경도컨트리클럽|세이지우드CC 여수경도골프클럽|세이지우드CC 여수경도골프장,세이지우드CC 여수경도 세이지우드CC 여수경도CC 세이지우드CC 여수경도GC 세이지우드CC 여수경도컨트리클럽 세이지우드CC 여수경도골프클럽 세이지우드CC 여수경도골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-dcb20414b48e,나주CC,나주CC,전라,전남,전남 나주시 공산면 상방리 1-1,34.9420110168019,126.63987065885,대중제,9,9,,대중제,061-335-7722,http://www.najucc.com,,,,,,,,,,,,,,,,,,,false,나주CC|나주GC|나주컨트리클럽|나주골프클럽|나주골프장,나주CC 나주GC 나주컨트리클럽 나주골프클럽 나주골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-050aa8bd6c6f,오시아노골프클럽,파인비치,전라,해남군,해남군 화원면 시아로 224,34.6967179585997,126.262401126232,대중제,9,9,,대중제,061-530-7700,http://www.pinebeachcc.co.kr,,,,,,,,,,,,,,,,,,,false,파인비치|파인비치CC|파인비치GC|파인비치컨트리클럽|파인비치골프클럽|파인비치골프장,파인비치 파인비치CC 파인비치GC 파인비치컨트리클럽 파인비치골프클럽 파인비치골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-5085ddf672a6,cosmos 1,코스모스링스(폐업),전라,영암군,영암군 삼호읍 에프원로 121-4,34.7342809371332,126.46482037056,대중제,18,18,,대중제,031-353-0101,,,,,,,,,,,,,,,,,,,,false,코스모스링스(폐업)|코스모스링스(폐업)CC|코스모스링스(폐업)GC|코스모스링스(폐업)컨트리클럽|코스모스링스(폐업)골프클럽|코스모스링스(폐업)골프장,코스모스링스(폐업) 코스모스링스(폐업)CC 코스모스링스(폐업)GC 코스모스링스(폐업)컨트리클럽 코스모스링스(폐업)골프클럽 코스모스링스(폐업)골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-3355d2573fd4,에콜리안영광골프장,에콜리안영광CC,전라,영광군,영광군 영광읍 월현로 1길 40,35.2946104210983,126.501258746287,대중제,9,9,,대중제,1800-9399,https://www.ecolian.or.kr/common/main.do,8.5,,,,,,,,,,,,,,,,,,false,에콜리안영광CC|에콜리안영광GC|에콜리안영광컨트리클럽|에콜리안영광골프클럽|에콜리안영광골프장,에콜리안영광CC 에콜리안영광GC 에콜리안영광컨트리클럽 에콜리안영광골프클럽 에콜리안영광골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-667fefd06c3f,푸른솔 골프클럽,푸른솔GC 장성,전라,전남,전남 장성군 동화면 임정로 155,35.252596512445,126.716121328578,대중제,27,27,,대중제,061-399-6000,https://www.purunsolgc.co.kr/Main/,,,,,,,,,,,,,,,,,,,false,푸른솔GC 장성|푸른솔GC 장성CC|푸른솔GC 장성GC|푸른솔GC 장성컨트리클럽|푸른솔GC 장성골프클럽|푸른솔GC 장성골프장,푸른솔GC 장성 푸른솔GC 장성CC 푸른솔GC 장성GC 푸른솔GC 장성컨트리클럽 푸른솔GC 장성골프클럽 푸른솔GC 장성골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-14ba1ad9ac28,군산CC,군산CC,전라,전북특별자치도,전북특별자치도 군산시 옥서면 옥봉리 1741-1,35.89445103834057,126.6550889348115,대중제,81,81,,대중제,063-472-3355,http://www.gunsancc.net/,,,,,,,,,,,,,,,,,,,false,군산CC|군산GC|군산컨트리클럽|군산골프클럽|군산골프장,군산CC 군산GC 군산컨트리클럽 군산골프클럽 군산골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-7e17709a629a,상떼힐CC,익산컨트리클럽,전라,전북특별자치도,전북특별자치도 익산시 무왕로38길 111,35.9617622439429,127.026652973766,대중제,6,6,,대중제,063-835-2521,http://www.santehill.co.kr/,,,,,,,,,,,,,,,,,,,false,익산컨트리클럽|익산CC|익산GC|익산골프클럽|익산골프장,익산컨트리클럽 익산CC 익산GC 익산골프클럽 익산골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-236bf8a0310c,에스페란사GC,에스페란사GC,전라,전북특별자치도,전북특별자치도 김제시 금구면 낙산로 120,35.8069693519376,127.008255764988,대중제,9,9,,대중제,063-546-0281,,,35000,40000,티스캐너 예약가 기준 35000~40000원,,,,,,,,,,,,,,,false,에스페란사GC|에스페란사CC|에스페란사컨트리클럽|에스페란사골프클럽|에스페란사골프장,에스페란사GC 에스페란사CC 에스페란사컨트리클럽 에스페란사골프클럽 에스페란사골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-6d34f609ed90,금과골프장,금과골프장,전라,전북특별자치도,전북특별자치도 순창군 금과면 담순로 716,35.3544912571573,127.083779195231,대중제,6,6,,대중제,063-652-4828,,,,,,,,,,,,,,,,,,,,false,금과골프장|금과CC|금과GC|금과컨트리클럽|금과골프클럽,금과골프장 금과CC 금과GC 금과컨트리클럽 금과골프클럽,{},public_data,2026-06-18T01:00:04.006Z
gc-fd40b7bf3b76,디케이레저,순창CC,전라,전북특별자치도,전북특별자치도 순창군 순창읍 금산로 152,35.3867645534204,127.125519045226,대중제,9,9,,대중제,063-652-8000,,,,,,,,,,,,,,,,,,,,false,순창CC|순창GC|순창컨트리클럽|순창골프클럽|순창골프장,순창CC 순창GC 순창컨트리클럽 순창골프클럽 순창골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-7d2ed71b8086,그린필드GC,그린필드GC,제주,제주시,제주특별자치도 제주시 조천읍 번영로 1040-70,33.4638600500371,126.645487163873,회원제,18,18,,회원제,064-720-7000,https://greenfieldcc.co.kr/,6.4,137000,167000,티스캐너 예약가 기준 137000~167000원,,,,,,,,,,,,,,,false,그린필드GC|그린필드CC|그린필드컨트리클럽|그린필드골프클럽|그린필드골프장,그린필드GC 그린필드CC 그린필드컨트리클럽 그린필드골프클럽 그린필드골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-7860808d29d1,테디밸리,테디밸리CC,제주,서귀포시,제주특별자치도 서귀포시 한창로 365,33.288986163678,126.351409555697,회원제,18,18,,회원제,064-793-1000,http://www.teddyvalley.com/,,,,,,,,,,,,,,,,,,,false,테디밸리CC|테디밸리GC|테디밸리컨트리클럽|테디밸리골프클럽|테디밸리골프장,테디밸리CC 테디밸리GC 테디밸리컨트리클럽 테디밸리골프클럽 테디밸리골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-cf50ab88350d,㈜그랜드부민 꿈드림목장,제주힐CC(폐업),제주,제주시,제주특별자치도 제주시 516로 2596-117,33.4383123925104,126.599471222969,대중제,9,9,,대중제,,,,,,,,,,,,,,,,,,,,,false,제주힐CC(폐업)|제주힐CC(폐업)CC|제주힐CC(폐업)GC|제주힐CC(폐업)컨트리클럽|제주힐CC(폐업)골프클럽|제주힐CC(폐업)골프장,제주힐CC(폐업) 제주힐CC(폐업)CC 제주힐CC(폐업)GC 제주힐CC(폐업)컨트리클럽 제주힐CC(폐업)골프클럽 제주힐CC(폐업)골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-ad576aa399b4,아덴힐,아덴힐CC,제주,제주시,제주특별자치도 제주시 화전길 82,33.3475328879275,126.368892810347,대중제,18,18,,대중제,1588-7208,http://www.ardenhill.co.kr/,,,,,,,,,,,,,,,,,,,false,아덴힐CC|아덴힐GC|아덴힐컨트리클럽|아덴힐골프클럽|아덴힐골프장,아덴힐CC 아덴힐GC 아덴힐컨트리클럽 아덴힐골프클럽 아덴힐골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-baa4851e3f89,플라자CC,플라자CC 제주,제주,제주시,제주특별자치도 제주시 명림로 575-107,33.4490025432113,126.637358132958,대중제,9,9,,대중제,064-727-9000,https://www.plazacc.co.kr/plzcc/irsweb/golf2/main.do,,,,,,,,,,,,,,,,,,,false,플라자CC 제주|플라자CC 제주CC|플라자CC 제주GC|플라자CC 제주컨트리클럽|플라자CC 제주골프클럽|플라자CC 제주골프장,플라자CC 제주 플라자CC 제주CC 플라자CC 제주GC 플라자CC 제주컨트리클럽 플라자CC 제주골프클럽 플라자CC 제주골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-2372496c2665,스프링데일,스프링데일CC,제주,서귀포시,제주특별자치도 서귀포시 남원읍 서성로 459,33.3295510824481,126.638487909207,대중제,18,18,,대중제,064-800-8000,http://www.springdale.co.kr/,7.6,,,,,,,,,,,,,,,,,,false,스프링데일CC|스프링데일GC|스프링데일컨트리클럽|스프링데일골프클럽|스프링데일골프장,스프링데일CC 스프링데일GC 스프링데일컨트리클럽 스프링데일골프클럽 스프링데일골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-af1917ce6948,샤인빌파크CC,샤인빌파크 컨트리클럽,제주,서귀포시,제주특별자치도 서귀포시 표선면 가시로 384,33.3451972184832,126.788290795301,대중제,18,18,,대중제,064-787-8700,http://www.shinevilleparkcc.com/,,,,,,,,,,,,,,,,,,,false,샤인빌파크 컨트리클럽|샤인빌파크CC|샤인빌파크GC|샤인빌파크골프클럽|샤인빌파크골프장,샤인빌파크 컨트리클럽 샤인빌파크CC 샤인빌파크GC 샤인빌파크골프클럽 샤인빌파크골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-46caa66a0c89,골드리버CC,골드리버CC,충청,공주시,충남 공주시 의당면 청룡리 220-2,36.5036543820055,127.163327403034,대중제,9,9,,대중제,041-856-7100,http://www.goldrivercc.com/index.php,,,,,,,,,,,,,,,,,,,false,골드리버CC|골드리버GC|골드리버컨트리클럽|골드리버골프클럽|골드리버골프장,골드리버CC 골드리버GC 골드리버컨트리클럽 골드리버골프클럽 골드리버골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-25f812ff383a,계룡산골프장,계룡산골프클럽,충청,공주시,공주시 계룡면 황흥장악로 53,36.4070094082741,127.184553179947,대중제,9,9,,대중제,041-858-9667,,,,,,,,,,,,,,,,,,,,false,계룡산골프클럽|계룡산CC|계룡산GC|계룡산컨트리클럽|계룡산골프장,계룡산골프클럽 계룡산CC 계룡산GC 계룡산컨트리클럽 계룡산골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-5df84bcc3bd5,플라밍고C.C,플라밍고CC,충청,당진시,당진시 석문면 산단8로 299,37.011687161382,126.58159117569,대중제,30,30,,대중제,041-353-3000,http://www.flamingocc.co.kr/,,,,,,,,,,,,,,,,,,,false,플라밍고CC|플라밍고GC|플라밍고컨트리클럽|플라밍고골프클럽|플라밍고골프장,플라밍고CC 플라밍고GC 플라밍고컨트리클럽 플라밍고골프클럽 플라밍고골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-b21ce78f76ca,골든베이골프&리조트,골든베이골프앤리조트,충청,태안군,충남 태안군 근흥면 정산포로 217,36.710103009972,126.172537879751,대중제,27,27,,대중제,041-671-8000,https://www.goldenbay.kr,,,,,,,,,,,,,,,,,,,false,골든베이골프앤리조트|골든베이골프앤CC|골든베이골프앤GC|골든베이골프앤컨트리클럽|골든베이골프앤골프클럽|골든베이골프앤골프장,골든베이골프앤리조트 골든베이골프앤CC 골든베이골프앤GC 골든베이골프앤컨트리클럽 골든베이골프앤골프클럽 골든베이골프앤골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-2abf3143e489,스톤비치컨트리클럽,스톤비치컨트리클럽,충청,태안군,충남 태안군 근흥면 정죽리 2261-1,36.68774457239597,126.1540277230728,대중제,18,18,,대중제,041-670-7000,https://stonebeachcc.com,,60000,120000,티스캐너 예약가 기준 60000~120000원,,,,,,,,,,,,,,,false,스톤비치컨트리클럽|스톤비치CC|스톤비치GC|스톤비치골프클럽|스톤비치골프장,스톤비치컨트리클럽 스톤비치CC 스톤비치GC 스톤비치골프클럽 스톤비치골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-d0e3ce523b5f,레인보우힐스,레인보우힐스CC,충청,음성군,음성군 생극면 차생로 168,37.032345557273,127.643175611192,대중제,27,27,,대중제,043-879-7950,http://www.rainbowhills.co.kr/,,,,,,,,,,,,,,,,,,,false,레인보우힐스CC|레인보우힐스GC|레인보우힐스컨트리클럽|레인보우힐스골프클럽|레인보우힐스골프장,레인보우힐스CC 레인보우힐스GC 레인보우힐스컨트리클럽 레인보우힐스골프클럽 레인보우힐스골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-c5f55ef01f20,로얄포레cc,로얄포레cc,충청,충주시,충주시 신니면 화치3길 35,36.9944549086077,127.678015413141,대중제,18,18,,대중제,043-853-8000,https://www.alldaygolf.co.kr/,9.5,69000,139000,티스캐너 예약가 기준 69000~139000원,,,,,,,,,,,,,,,false,로얄포레cc|로얄포레GC|로얄포레컨트리클럽|로얄포레골프클럽|로얄포레골프장,로얄포레cc 로얄포레GC 로얄포레컨트리클럽 로얄포레골프클럽 로얄포레골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-ab79864b5bdf,모나크cc,모나크CC,충청,음성군,음성군 금왕읍 대금로 1851번길 3-14,37.0018713709384,127.628376230213,대중제,18,18,,대중제,043-927-1400,https://monarchcc.co.kr,,,,,,,,,,,,,,,,,,,false,모나크CC|모나크GC|모나크컨트리클럽|모나크골프클럽|모나크골프장,모나크CC 모나크GC 모나크컨트리클럽 모나크골프클럽 모나크골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-5384133fb9bc,가야컨트리클럽 (회원제),가야CC(회원제),경상,김해시,김해시 인제로 495,35.2706641912159,128.892223791295,회원제,45,45,,회원제,055-337-0091,http://www.gayacc.com/,,,,,,,,,,,,,,,,,,,false,가야CC|가야GC|가야컨트리클럽|가야골프클럽|가야골프장,가야CC 가야GC 가야컨트리클럽 가야골프클럽 가야골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-9bd0f98bfdee,가야컨트리클럽 (대중제),가야CC(퍼블릭),경상,김해시,김해시 인제로 495,35.2706641912159,128.892223791295,대중제,9,9,,대중제,055-337-0091,http://www.gayacc.com/,,,,,,,,,,,,,,,,,,,false,가야CC|가야GC|가야컨트리클럽|가야골프클럽|가야골프장,가야CC 가야GC 가야컨트리클럽 가야골프클럽 가야골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-49a45667bbb1,힐마루컨트리클럽 (회원제),힐마루CC(회원제),경상,창녕군,창녕군 장마면 영산계성로 469-195,35.4994482486962,128.499955867958,회원제,18,18,,회원제,055-520-8000,http://www.hillmaru.com/,8,,,,,,,,,,,,,,,,,,false,힐마루CC|힐마루GC|힐마루컨트리클럽|힐마루골프클럽|힐마루골프장,힐마루CC 힐마루GC 힐마루컨트리클럽 힐마루골프클럽 힐마루골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-1636db0b5c9f,오션힐스포항C.C (회원제),오션힐스 포항CC(회원제),경상,포항시,경상북도 포항시 북구 송라면 대전길 7,36.2449778304564,129.349941885044,회원제,18,18,,회원제,054-262-9988,https://oceanhills.com/,4,130000,230000,티스캐너 예약가 기준 130000~230000원,,,,,,,,,,,,,,,false,오션힐스 포항CC|오션힐스 포항GC|오션힐스 포항컨트리클럽|오션힐스 포항골프클럽|오션힐스 포항골프장,오션힐스 포항CC 오션힐스 포항GC 오션힐스 포항컨트리클럽 오션힐스 포항골프클럽 오션힐스 포항골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-28ff72e3fac8,서라벌G.C,서라벌GC,경상,경주시,경상북도 경주시 외동읍 내외로 577-189,35.6945461094841,129.276866180429,대중제,45,45,,대중제,054-773-7000,http://www.seorabolgc.com/,,100000,180000,티스캐너 예약가 기준 100000~180000원,,,,,,,,,,,,,,,false,서라벌GC|서라벌CC|서라벌컨트리클럽|서라벌골프클럽|서라벌골프장,서라벌GC 서라벌CC 서라벌컨트리클럽 서라벌골프클럽 서라벌골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-783a937fe067,엠스클럽의성,엠스클럽 의성 CC,경상,의성군,경상북도 의성군 봉양면 농공마전길 125-78,36.2817339656016,128.560666691574,대중제,27,27,,대중제,054-830-3300,https://www.msclub.co.kr/,,110000,170000,티스캐너 예약가 기준 110000~170000원,,,,,,,,,,,,,,,false,엠스클럽 의성 CC|엠스클럽 의성GC|엠스클럽 의성컨트리클럽|엠스클럽 의성골프클럽|엠스클럽 의성골프장,엠스클럽 의성 CC 엠스클럽 의성GC 엠스클럽 의성컨트리클럽 엠스클럽 의성골프클럽 엠스클럽 의성골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-044a801a85d5,골드레이크CC (대중제),골드레이크CC (퍼블릭),전라,전남,전남 나주시 남평읍 나주호로 442-129,34.9579493467209,126.87553417645,대중제,18,18,,대중제,061-339-3001,https://www.goldlake.co.kr/,,85000,200000,티스캐너 예약가 기준 85000~200000원,,,,,,,,,,,,,,,false,골드레이크CC|골드레이크GC|골드레이크컨트리클럽|골드레이크골프클럽|골드레이크골프장,골드레이크CC 골드레이크GC 골드레이크컨트리클럽 골드레이크골프클럽 골드레이크골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-990342c1d90c,골드레이크CC (회원제),골드레이크CC (회원제),전라,전남,전남 나주시 남평읍 나주호로 442-129,34.9579493467209,126.87553417645,회원제,18,18,,회원제,061-339-3000,https://www.goldlake.co.kr/,,85000,200000,티스캐너 예약가 기준 85000~200000원,,,,,,,,,,,,,,,false,골드레이크CC|골드레이크GC|골드레이크컨트리클럽|골드레이크골프클럽|골드레이크골프장,골드레이크CC 골드레이크GC 골드레이크컨트리클럽 골드레이크골프클럽 골드레이크골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-660ffc0f1f8d,해피니스CC (회원제),해피니스CC,전라,전남,전남 나주시 다도면 다도로 171-60,34.9959291528385,126.832694683203,회원제,18,18,,회원제,061-330-5000,http://www.happinesscc.com/,,65000,165000,티스캐너 예약가 기준 65000~165000원,,,,,,,,,,,,,,,false,해피니스CC|해피니스GC|해피니스컨트리클럽|해피니스골프클럽|해피니스골프장,해피니스CC 해피니스GC 해피니스컨트리클럽 해피니스골프클럽 해피니스골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-7c780d37c946,태인CC,태인CC(18홀),전라,전북특별자치도,전북 정읍시 태인면 정읍북로 1739-90,35.679721931898,126.957213136469,대중제,27,27,,대중제,063-532-7200,http://www.taeincc.co.kr/,,100000,175000,티스캐너 예약가 기준 100000~175000원,,,,,,,,,,,,,,,false,태인CC(18홀)|태인CC(18홀)CC|태인CC(18홀)GC|태인CC(18홀)컨트리클럽|태인CC(18홀)골프클럽|태인CC(18홀)골프장,태인CC(18홀) 태인CC(18홀)CC 태인CC(18홀)GC 태인CC(18홀)컨트리클럽 태인CC(18홀)골프클럽 태인CC(18홀)골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-48b0d3b9c2cb,엘리시안제주 (대중제),엘리시안제주(퍼블릭),제주,제주시,제주특별자치도 제주시 평화로 1738-116,33.3714129298932,126.379913933214,대중제,18,18,,대중제,064-798-7000,https://www.elysian.co.kr/intro,,,,,,,,,,,,,,,,,,,false,엘리시안제주|엘리시안제주CC|엘리시안제주GC|엘리시안제주컨트리클럽|엘리시안제주골프클럽|엘리시안제주골프장,엘리시안제주 엘리시안제주CC 엘리시안제주GC 엘리시안제주컨트리클럽 엘리시안제주골프클럽 엘리시안제주골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-81f3ec25ee6f,에버리스CC (회원제),에버리스GR(회원제),제주,제주시,제주특별자치도 제주시 평화로 1693-75,33.3781703139549,126.362098048999,회원제,18,18,,회원제,064-795-5000,https://www.shinangolf.com/,4.2,130000,160000,티스캐너 예약가 기준 130000~160000원,,,,,,,,,,,,,,,false,에버리스GR|에버리스GRCC|에버리스GRGC|에버리스GR컨트리클럽|에버리스GR골프클럽|에버리스GR골프장,에버리스GR 에버리스GRCC 에버리스GRGC 에버리스GR컨트리클럽 에버리스GR골프클럽 에버리스GR골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-404df8588434,아난티클럽제주 (회원제),아난티클럽제주(회원제),제주,제주시,제주특별자치도 제주시 선유로 445-55,33.5206094443622,126.738519790483,회원제,9,9,,회원제,064-786-3800,https://ananti.kr/ko/jeju,6.4,,,,,,,,,,,,,,,,,,false,아난티클럽제주|아난티클럽제주CC|아난티클럽제주GC|아난티클럽제주컨트리클럽|아난티클럽제주골프클럽|아난티클럽제주골프장,아난티클럽제주 아난티클럽제주CC 아난티클럽제주GC 아난티클럽제주컨트리클럽 아난티클럽제주골프클럽 아난티클럽제주골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-0654fd7fa764,캐슬렉스제주 (회원제),캐슬렉스제주(회원제),제주,서귀포시,제주특별자치도 서귀포시 안덕면 평화로 1241,33.3383411736757,126.348716618245,회원제,18,18,,회원제,064-793-6630,https://www.castlexjj.com/,7.2,200000,270000,티스캐너 예약가 기준 200000~270000원,,,,,,,,,,,,,,,false,캐슬렉스제주|캐슬렉스제주CC|캐슬렉스제주GC|캐슬렉스제주컨트리클럽|캐슬렉스제주골프클럽|캐슬렉스제주골프장,캐슬렉스제주 캐슬렉스제주CC 캐슬렉스제주GC 캐슬렉스제주컨트리클럽 캐슬렉스제주골프클럽 캐슬렉스제주골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-e51deb9a5cbf,해비치CC (회원제),해비치CC(회원제),제주,서귀포시,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,33.3623095320649,126.721898147673,회원제,18,18,,회원제,064-766-6200,https://www.haevichi.com/ccjeju/ko/,7.1,110000,212000,티스캐너 예약가 기준 110000~212000원,,,,,,,,,,,,,,,false,해비치CC|해비치GC|해비치컨트리클럽|해비치골프클럽|해비치골프장,해비치CC 해비치GC 해비치컨트리클럽 해비치골프클럽 해비치골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-834f306ba4e2,롯데스카이힐제주 (회원제),롯데스카이힐제주CC(회원제),제주,서귀포시,제주특별자치도 서귀포시 상예로 530,33.2872722238503,126.405279081697,회원제,18,18,,회원제,064-731-2000,https://www.lotteskyhill.com/club/club-intro/club-intro-jeju,,110000,180000,티스캐너 예약가 기준 110000~180000원,,,,,,,,,,,,,,,false,롯데스카이힐제주CC|롯데스카이힐제주GC|롯데스카이힐제주컨트리클럽|롯데스카이힐제주골프클럽|롯데스카이힐제주골프장,롯데스카이힐제주CC 롯데스카이힐제주GC 롯데스카이힐제주컨트리클럽 롯데스카이힐제주골프클럽 롯데스카이힐제주골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-85e4c645a34a,사이프러스골프 (회원제),사이프러스 골프앤리조트(회원제),제주,서귀포시,제주특별자치도 서귀포시 번영로 2300,33.4111139143985,126.752122063904,회원제,18,18,,회원제,064-787-8888,https://www.cypress.co.kr/,,145000,200000,티스캐너 예약가 기준 145000~200000원,,,,,,,,,,,,,,,false,사이프러스 골프앤리조트|사이프러스 골프앤CC|사이프러스 골프앤GC|사이프러스 골프앤컨트리클럽|사이프러스 골프앤골프클럽|사이프러스 골프앤골프장,사이프러스 골프앤리조트 사이프러스 골프앤CC 사이프러스 골프앤GC 사이프러스 골프앤컨트리클럽 사이프러스 골프앤골프클럽 사이프러스 골프앤골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-4365b50502ef,사이프러스골프 (대중제),사이프러스 골프앤리조트(퍼블릭),제주,서귀포시,제주특별자치도 서귀포시 번영로 2300,33.4111139143985,126.752122063904,대중제,18,18,,대중제,064-787-8888,https://www.cypress.co.kr/,,,,,,,,,,,,,,,,,,,false,사이프러스 골프앤리조트|사이프러스 골프앤CC|사이프러스 골프앤GC|사이프러스 골프앤컨트리클럽|사이프러스 골프앤골프클럽|사이프러스 골프앤골프장,사이프러스 골프앤리조트 사이프러스 골프앤CC 사이프러스 골프앤GC 사이프러스 골프앤컨트리클럽 사이프러스 골프앤골프클럽 사이프러스 골프앤골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-029535a99281,나인브릿지 (회원제),나인브릿지CC(회원제),제주,서귀포시,제주특별자치도 서귀포시 안덕면 광평로 34-156,33.3403726049988,126.404250168607,회원제,18,18,,회원제,031-887-9999,https://www.ninebridges.co.kr/cjnbmember/h81login.asp,,,,,,,,,,,,,,,,,,,false,나인브릿지CC|나인브릿지GC|나인브릿지컨트리클럽|나인브릿지골프클럽|나인브릿지골프장,나인브릿지CC 나인브릿지GC 나인브릿지컨트리클럽 나인브릿지골프클럽 나인브릿지골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-41a0194846f8,SK핀크스 (회원제),핀크스GC(회원제),제주,서귀포시,제주특별자치도 서귀포시 안덕면 산록남로 863,33.3053604674639,126.393685407938,회원제,18,18,,회원제,064-793-5000,https://pinxgc.thepinx.co.kr/,,,,,,,,,,,,,,,,,,,false,핀크스GC|핀크스CC|핀크스컨트리클럽|핀크스골프클럽|핀크스골프장,핀크스GC 핀크스CC 핀크스컨트리클럽 핀크스골프클럽 핀크스골프장,{},public_data,2026-06-18T01:00:04.006Z
