id,name,change_name_to,address,phone,homepage_url,price_text,price_min,price_max,price_type,difficulty,avg_score,source_url,confidence,needs_check,note
gc-8fbc2ee961a0,고양컨트리클럽,고양컨트리클럽,경기도 고양시 덕양구 흥도로 304-23,031-960-7700,https://www.goyangcc.com/index,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A0%EC%96%91%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,
gc-a80360466b97,1·2·3 골프장,123골프클럽,경기도 고양시 덕양구 통일로 43-168,02-359-0123,http://www.123golfclub.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=1%C2%B72%C2%B73%20%EA%B3%A8%ED%94%84%EC%9E%A5,medium,y,
gc-ccb45b4f27e1,발리오스컨트리클럽(회원제),발리오스CC(회원제),경기도 화성시 팔탄면 3.1만세로 641-28,031-352-5061,http://baliosgc.com/index.asp,,230000,300000,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%9C%EB%A6%AC%EC%98%A4%EC%8A%A4%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90%EC%A0%9C),medium,y,
gc-2db2d6cad688,발리오스컨트리클럽(비회원제),"발리오스CC(퍼블릭, 남코스)",경기도 화성시 팔탄면 3.1만세로 641-28,031-352-5061,http://baliosgc.com/index.asp,,115000,150000,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%9C%EB%A6%AC%EC%98%A4%EC%8A%A4%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%EB%B9%84%ED%9A%8C%EC%9B%90%EC%A0%9C),high,y,
gc-4905c6ca9b75,화성 상록G.C,화성상록GC,경기도 화성시 풀무골로60번길 80,031-371-0100,https://www.sangnokresort.co.kr/M050000,,,,unknown,5.5,92.3,https://search.naver.com/search.naver?where=nexearch&query=%ED%99%94%EC%84%B1%20%EC%83%81%EB%A1%9DG.C,medium,y,
gc-73a2a3982c35,광릉CC(회원제),한림광릉CC(회원제),경기도 남양주시 진접읍 팔야로 280,031-528-7001,http://www.kwangneungcc.co.kr/,,,,unknown,4.7,91.9,https://search.naver.com/search.naver?where=nexearch&query=%EA%B4%91%EB%A6%89CC(%ED%9A%8C%EC%9B%90%EC%A0%9C),medium,y,
gc-66517960c8f8,광릉CC(비회원제),한림광릉CC(퍼블릭),경기도 남양주시 진접읍 팔야로 280,031-528-7001,http://www.kwangneungcc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B4%91%EB%A6%89CC(%EB%B9%84%ED%9A%8C%EC%9B%90%EC%A0%9C),high,y,
gc-63e74643a178,더헤븐 컨트리클럽,더헤븐CC,경기도 안산시 단원구 대선로466(대부남동),032-884-1004,https://www.theheavenresort.com/,,,,unknown,5.8,92.4,https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%ED%97%A4%EB%B8%90%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,
gc-81becbdb274e,파주 J-Public 골프장,파주제이퍼블릭골프클럽,경기도 파주시 조리읍 장곡로 100,031-8071-0808,http://www.jpublic.co.kr/,,63700,95500,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8C%8C%EC%A3%BC%20J-Public,medium,y,
gc-34f4d067cfc2,파주컨트리클럽,원더클럽 파주CC,경기도 파주시 법원읍 화합로 306,031-959-9999,https://www.onetheclub.com,,,,unknown,8.4,93.8,https://search.naver.com/search.naver?where=nexearch&query=%ED%8C%8C%EC%A3%BCC.C,high,y,
gc-9eb46dae9c9d,타이거CC 골프장,타이거CC,경기도 파주시 법원읍 술이홀로 1803,031-958-8900,http://www.tigercc.co.kr/,,130000,240000,unknown,8.2,93.7,https://search.naver.com/search.naver?where=nexearch&query=%ED%83%80%EC%9D%B4%EA%B1%B0CC%20%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,
gc-f2cf5d51eba9,레이크우드 골프장(회원제),레이크우드CC(회원제),경기도 양주시 만송로 244,031-820-1500,https://lakewood.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%9A%B0%EB%93%9C%20%EA%B3%A8%ED%94%84%EC%9E%A5(%ED%9A%8C%EC%9B%90%EC%A0%9C),medium,y,
gc-310ce4be2e54,레이크우드 골프장(비회원제),레이크우드CC(퍼블릭),경기도 양주시 만송로 244,031-820-1500,https://lakewood.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%9A%B0%EB%93%9C%20%EA%B3%A8%ED%94%84%EC%9E%A5(%EB%B9%84%ED%9A%8C%EC%9B%90%EC%A0%9C),high,y,
gc-2f2cc6b9afe3,비에이비스타컨트리클럽(비회원),비에이비스타CC(퍼블릭),경기도 이천시 모가면 어농로 272,031-636-3577,http://www.bavista.co.kr/,,,,unknown,3.7,91.2,https://search.naver.com/search.naver?where=nexearch&query=%EB%B9%84%EC%97%90%EC%9D%B4%EB%B9%84%EC%8A%A4%ED%83%80%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,
gc-06bb9165507c,사우스스프링스C.C,사우스스프링스CC,경기도 이천시 모가면 공원로 64,031-630-7000,https://www.sscc.co.kr/,,200000,250000,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%82%AC%EC%9A%B0%EC%8A%A4%EC%8A%A4%ED%94%84%EB%A7%81%EC%8A%A4C.C,high,y,
gc-014659dabae9,블랙스톤골프장(회원제),블랙스톤CC,경기도 이천시 장호원읍 장여로 459-160,031-643-2000,https://www.blackstoneresort.com/ic/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%B8%94%EB%9E%99%EC%8A%A4%ED%86%A4%EA%B3%A8%ED%94%84%EC%9E%A5(%ED%9A%8C%EC%9B%90%EC%A0%9C),high,y,
gc-403c1dbe574a,이천실크밸리골프클럽,이천실크밸리GC,경기도 이천시 율면 임오산로 296,031-639-0077,http://silkvalleygc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EC%B2%9C%EC%8B%A4%ED%81%AC%EB%B0%B8%EB%A6%AC%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,
gc-fde386e28664,마이다스레이크 이천 골프&리조트,마이다스레이크 이천 골프앤리조트,경기도 이천시 설성면 설가로 602,031-640-0123,http://www.midasgolf.co.kr,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%9D%B4%EB%8B%A4%EC%8A%A4%EB%A0%88%EC%9D%B4%ED%81%AC%20%EC%9D%B4%EC%B2%9C%20%EA%B3%A8%ED%94%84%26%EB%A6%AC%EC%A1%B0%ED%8A%B8%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,
gc-cd449267e87f,파인크리크C.C,파인크리크CC,경기도 안성시 양성면 안성맞춤대로 2417-13,031-672-0071,http://www.tyleisure.co.kr,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8C%8C%EC%9D%B8%ED%81%AC%EB%A6%AC%ED%81%ACC.C%20%EC%95%88%EC%84%B1%EC%8B%9C,high,y,
gc-adc16ee54b54,안성컨트리클럽,안성CC,경기도 안성시 죽산면 걸미로 487,031-674-9111,http://www.ansungcc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%88%EC%84%B1%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,medium,y,
gc-4884a38f1896,포천아도니스 C.C,포천아도니스CC,경기도 포천시 신북면 포천로 2499,031-530-9100,http://www.adoniscc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8F%AC%EC%B2%9C%EC%95%84%EB%8F%84%EB%8B%88%EC%8A%A4%20C.C,high,y,
gc-e2614722e86e,포천아도니스 대중골프장,포천아도니스CC 퍼블릭,경기도 포천시 신북면 포천로 2499,031-530-9100,http://www.adoniscc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8F%AC%EC%B2%9C%EC%95%84%EB%8F%84%EB%8B%88%EC%8A%A4%20%EB%8C%80%EC%A4%91%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,
gc-1914b4243487,몽베르 컨트리클럽(회원제),몽베르CC(회원제),경기도 포천시 영북면 산정호수로 359-12,031-531-1100,http://www.montvertcc.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%AA%BD%EB%B2%A0%EB%A5%B4%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90%EC%A0%9C),high,y,
gc-d569726d2503,일동레이크대중제골프장,일동레이크GC,경기도 포천시 일동면 화동로 738,031-539-5900,http://www.ildonglakes.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%BC%EB%8F%99%EB%A0%88%EC%9D%B4%ED%81%AC%EB%8C%80%EC%A4%91%EC%A0%9C%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,
gc-51bfec26aa96,자유컨트리클럽,자유CC,경기도 여주시 가남읍 자유그린길 69,031-887-7700,https://www.jayucc.co.kr/,,,,unknown,2.7,90,https://search.naver.com/search.naver?where=nexearch&query=%EC%9E%90%EC%9C%A0%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,
gc-61ba4f976442,렉스필드 컨트리클럽(회원),렉스필드CC(회원제),경기도 여주시 산북면 광여로 1115,031-880-8700,https://www.rexfield.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%89%EC%8A%A4%ED%95%84%EB%93%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90),high,y,
gc-657d8f5d1426,렉스필드 컨트리클럽(비회원),렉스필드CC(퍼블릭),경기도 여주시 산북면 광여로 1115,031-880-8700,https://www.rexfield.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%89%EC%8A%A4%ED%95%84%EB%93%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%EB%B9%84%ED%9A%8C%EC%9B%90),high,y,
gc-ddb3947686d1,스카이밸리골프장(회원),스카이밸리CC(회원제),경기도 여주시 북내면 운촌길 254,031-880-8800,http://www.skyvalley.co.kr/,,,,unknown,4,91.5,https://search.naver.com/search.naver?where=nexearch&query=%EC%8A%A4%EC%B9%B4%EC%9D%B4%EB%B0%B8%EB%A6%AC%EA%B3%A8%ED%94%84%EC%9E%A5(%EB%B9%84%ED%9A%8C%EC%9B%90),high,y,
gc-2cf253808f7a,캐슬파인골프클럽,캐슬파인GC,경기도 여주시 강천면 부평로 580,031-880-8656,http://www.castlepine.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%90%EC%8A%AC%ED%8C%8C%EC%9D%B8%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,
gc-d14f87b6bb30,썬힐G.C,썬힐GC,경기도 가평군 조종면 운악청계로 809,031-585-7900,http://www.sunhillgolf.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%8D%AC%ED%9E%90G.C,high,y,
gc-aa2c41b33610,아난티클럽서울,아난티클럽서울,경기도 가평군 설악면 유명로 961-34,031-589-3000,https://ananti.kr/ko/chord/CD0201,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%84%EB%82%9C%ED%8B%B0%ED%81%B4%EB%9F%BD%EC%84%9C%EC%9A%B8%20%EA%B0%80%ED%8F%89%EA%B5%B0,medium,y,
gc-a8d0095f2145,가평 베네스트G.C,가평 베네스트GC,경기도 가평군 상면 둔덕말길 232,1577-9727,https://www.benestgolf.com,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%ED%8F%89%20%EB%B2%A0%EB%84%A4%EC%8A%A4%ED%8A%B8G.C,medium,y,
gc-8503021b2f0d,리앤리C.C,리앤리CC,경기도 가평군 조종면 운악청계로 702-24,031-580-9000,http://www.leenleecc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A6%AC%EC%95%A4%EB%A6%ACC.C,high,y,
gc-68d69c3be5e4,에덴밸리컨트리클럽,골프존카운티 이든,양산시 원동면 어실로 910,055-379-9000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=70,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%97%90%EB%8D%B4%EB%B0%B8%EB%A6%ACC.C,medium,y,
gc-60336c4fc30b,고성노벨컨트리클럽,노벨컨트리클럽,고성군 회화면 회진로 567,055-670-8000,https://www.nobelcc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A0%EC%84%B1%EB%85%B8%EB%B2%A8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,
gc-dd8a710bd41c,청하이스턴C.C,이스턴CC,경상북도 포항시 청하면 용산길 94,054-253-0070,https://www.easterncc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%B2%AD%ED%95%98%EC%9D%B4%EC%8A%A4%ED%84%B4C.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,
gc-4fc6d117b7f4,경주신라C.C,경주신라CC,경상북도 경주시 보문로 319,054-740-7114,http://www.sillacc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B2%BD%EC%A3%BC%EC%8B%A0%EB%9D%BCC.C,high,y,
gc-4826ba3e38b9,마우나오션C.C,마우나오션CC,경상북도 경주시 양남면 동남로 982,054-740-0678,http://www.mauna.co.kr,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%9A%B0%EB%82%98%EC%98%A4%EC%85%98C.C,medium,y,
gc-16c25d6f3f20,마우나오션블루,마우나오션CC,경상북도 경주시 양남면 동남로 982,054-740-0678,http://www.mauna.co.kr,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%9A%B0%EB%82%98%EC%98%A4%EC%85%98%EB%B8%94%EB%A3%A8,high,y,
gc-eb9124b06908,가든골프클럽,코오롱호텔 가든 골프장,경상북도 경주시 불국로 289-17,054-746-7900,https://kolongolf.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%EB%93%A0GC,medium,y,
gc-881d18bae24f,디아너스C.C,강동디아너스CC,경상북도 경주시 보불로 391,1588-0776,https://gj.kangdongcnl.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%94%EC%95%84%EB%84%88%EC%8A%A4C.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,
gc-e67c48835b2a,선리치G.C,선리치골프클럽,경상북도 경주시 안강읍 검단장골길 181-17,054-777-3333,http://www.sunrichgc.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%A0%EB%A6%AC%EC%B9%98G.C%20%EA%B2%BD%EC%A3%BC%EC%8B%9C,high,y,
gc-d69bb1cfadc7,이스트힐C.C,이스트힐컨트리클럽,경상북도 경주시 양남면 외남로 1377,054-775-1700,https://www.easthills.co.kr/main/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EC%8A%A4%ED%8A%B8%ED%9E%90C.C,high,y,
gc-bd2c2f813e31,애플밸리C.C,애플밸리CC,경상북도 김천시 어모면 작점로 606,054-429-0700,https://www.applevalley.co.kr,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%A0%ED%94%8C%EB%B0%B8%EB%A6%ACC.C,medium,y,
gc-1e3e002ab2ce,포도C.C,김천포도CC,경상북도 김천시 구성면 남김천대로 2532,054-420-0200,http://www.podocc.com,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8F%AC%EB%8F%84C.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,
gc-8894492ab1a6,남안동C.C,남안동CC,경상북도 안동시 일직면 풍일로 1887,054-850-2800,https://www.namandongcc.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%95%88%EB%8F%99C.C,medium,y,
gc-ddc7e02567ba,구미C.C,구미CC,경상북도 구미시 장천면 송백로 229,054-470-6800,http://www.gumicc.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B5%AC%EB%AF%B8C.C,high,y,
gc-f7e7bf534d31,영천C.C,오션힐스 영천CC,경상북도 영천시 임고면 방목길 34-2,054-330-9000,https://oceanhills.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%98%81%EC%B2%9CC.C,high,y,
gc-206bb0d5628c,시엘G.C,시엘GC,경상북도 영천시 청통면 청통로 334-41,054-336-7200,http://www.cielgolf.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%8B%9C%EC%97%98G.C,medium,y,
gc-77f7a5893fb0,문경레저타운골프장,문경GC,경상북도 문경시 마성면 문경골프장길 240,054-550-5000,http://www.mgle.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%AC%B8%EA%B2%BD%EB%A0%88%EC%A0%80%ED%83%80%EC%9A%B4%EA%B3%A8%ED%94%84%EC%9E%A5,medium,y,
gc-fe29a1584040,대구C.C,대구컨트리클럽,경상북도 경산시 진량읍 일연로 718-42,053-854-0002,http://www.daegucc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%8C%80%EA%B5%ACC.C,high,y,
gc-c781c317ede3,오션비치C.C,오션비치 골프앤리조트,경상북도 영덕군 강구면 동해대로 4265-43,054-730-9000,https://www.oceanbeachcc.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%98%A4%EC%85%98%EB%B9%84%EC%B9%98C.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,
gc-911caf331754,그레이스C.C,그레이스CC,경상북도 청도군 이서면 서녁길 91,054-370-3000,http://www.grace-cc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B7%B8%EB%A0%88%EC%9D%B4%EC%8A%A4C.C,high,y,
gc-0665bc0c6cce,유니밸리C.C,고령유니밸리CC,경상북도 고령군 고령읍 일량로 588,054-956-7575,http://www.univalley.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%9C%A0%EB%8B%88%EB%B0%B8%EB%A6%ACC.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,
gc-e2e76f635c4a,세븐밸리C.C,세븐밸리CC,경상북도 칠곡군 왜관읍 봉계3길 180,054-979-1000,http://www.sevenvalley.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%B8%EB%B8%90%EB%B0%B8%EB%A6%ACC.C,high,y,
gc-bc41a2489944,칠곡아이위시C.C,칠곡아이위시CC,경북 칠곡군 기산면 노석리 992,054-970-9700,https://www.iwishcc.com,"네이버 예약: 80,000원; 90,000원; 140,000원",80000,140000,reservation_price,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%B9%A0%EA%B3%A1%EC%95%84%EC%9D%B4%EC%9C%84%EC%8B%9CC.C%20%EB%84%A4%EC%9D%B4%EB%B2%84%20%EC%98%88%EC%95%BD,high,y,
gc-7b483fb0f2d1,이지스카이컨트리클럽,이지스카이 골프클럽,대구광역시 군위군 군위읍 대흥1길 48-100,054-380-9200,http://www.easyskycc.co.kr,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EC%A7%80%EC%8A%A4%EC%B9%B4%EC%9D%B4%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,
gc-4906278997cc,대덕복지센터,사이언스대덕골프장,대전 유성구 유성대로 1689번길 69,042-865-3000,http://www.ddgolf.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%8C%80%EB%8D%95%EB%B3%B5%EC%A7%80%EC%84%BC%ED%84%B0,high,y,
gc-de756338755f,해라컨트리클럽,해라CC,부산광역시 강서구 과학산단로 306번길 77,051-973-7400,http://www.haeracc.co.kr/,,,,unknown,8.3,93.7,https://search.naver.com/search.naver?where=nexearch&query=%ED%95%B4%EB%9D%BC%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,
gc-9407b216837c,더골프골프장,골프존카운티 더골프,울주군 서생면 용연길 206-52,052-240-0100,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=61,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%EA%B3%A8%ED%94%84%EA%B3%A8%ED%94%84%EC%9E%A5,medium,y,
gc-349a94f1be3f,세이지우드 여수경도,세이지우드CC 여수경도,전남 여수시 대경도길 111,061-660-1000,https://www.sagewood.co.kr/yeosu/main,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%B8%EC%9D%B4%EC%A7%80%EC%9A%B0%EB%93%9C%20%EC%97%AC%EC%88%98%EA%B2%BD%EB%8F%84,medium,y,
gc-dcb20414b48e,나주CC,나주CC,전남 나주시 공산면 상방리 1-1,061-335-7722,http://www.najucc.com,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%82%98%EC%A3%BCCC,high,y,
gc-050aa8bd6c6f,오시아노골프클럽,파인비치,해남군 화원면 시아로 224,061-530-7700,http://www.pinebeachcc.co.kr,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%98%A4%EC%8B%9C%EC%95%84%EB%85%B8%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,
gc-5085ddf672a6,cosmos 1,코스모스링스(폐업),영암군 삼호읍 에프원로 121-4,031-353-0101,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=cosmos%201,medium,y,
gc-3355d2573fd4,에콜리안영광골프장,에콜리안영광CC,영광군 영광읍 월현로 1길 40,1800-9399,https://www.ecolian.or.kr/common/main.do,,,,unknown,8.5,94,https://search.naver.com/search.naver?where=nexearch&query=%EC%97%90%EC%BD%9C%EB%A6%AC%EC%95%88%EC%98%81%EA%B4%91%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,
gc-667fefd06c3f,푸른솔 골프클럽,푸른솔GC 장성,전남 장성군 동화면 임정로 155,061-399-6000,https://www.purunsolgc.co.kr/Main/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%91%B8%EB%A5%B8%EC%86%94,medium,y,
gc-14ba1ad9ac28,군산CC,군산CC,전북특별자치도 군산시 옥서면 옥봉리 1741-1,063-472-3355,http://www.gunsancc.net/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B5%B0%EC%82%B0CC,high,y,
gc-7e17709a629a,상떼힐CC,,전북특별자치도 익산시 무왕로38길 111,063-835-2521,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%83%81%EB%96%BC%ED%9E%90CC,medium,y,
gc-236bf8a0310c,에스페란사GC,,전북특별자치도 김제시 금구면 낙산로 120,063-546-0281,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%97%90%EC%8A%A4%ED%8E%98%EB%9E%80%EC%82%ACGC,high,y,
gc-6d34f609ed90,금과골프장,,전북특별자치도 순창군 금과면 담순로 716,063-652-4828,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B8%88%EA%B3%BC%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,
gc-fd40b7bf3b76,디케이레저,,전북특별자치도 순창군 순창읍 금산로 152,055-383-3233,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%94%EC%BC%80%EC%9D%B4%EB%A0%88%EC%A0%80%20%EA%B7%B8%EB%A6%B0%ED%94%BC,medium,y,
gc-7d2ed71b8086,그린필드GC,,제주특별자치도 제주시 조천읍 번영로 1040-70,064-720-7000,,"네이버 예약: 137,000원; 167,000원",137000,167000,reservation_price,6.4,92,https://search.naver.com/search.naver?where=nexearch&query=%EA%B7%B8%EB%A6%B0%ED%95%84%EB%93%9CGC,high,y,
gc-7860808d29d1,테디밸리,,제주특별자치도 서귀포시 한창로 365,064-793-1131,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%85%8C%EB%94%94%EB%B0%B8%EB%A6%AC,medium,y,
gc-cf50ab88350d,㈜그랜드부민 꿈드림목장,,제주특별자치도 제주시 516로 2596-117,02-0120-1100,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%E3%88%9C%EA%B7%B8%EB%9E%9C%EB%93%9C%EB%B6%80%EB%AF%BC%20%EA%BF%88%EB%93%9C%EB%A6%BC%EB%AA%A9%EC%9E%A5%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,
gc-ad576aa399b4,아덴힐,,제주특별자치도 제주시 화전길 82,031-612-6000,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%84%EB%8D%B4%ED%9E%90,medium,y,
gc-baa4851e3f89,플라자CC,,제주특별자치도 제주시 명림로 575-107,064-727-9000,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%94%8C%EB%9D%BC%EC%9E%90CC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C,high,y,
gc-2372496c2665,스프링데일,,제주특별자치도 서귀포시 남원읍 서성로 459,064-800-8000,,,,,unknown,7.6,93,https://search.naver.com/search.naver?where=nexearch&query=%EC%8A%A4%ED%94%84%EB%A7%81%EB%8D%B0%EC%9D%BC,medium,y,
gc-af1917ce6948,샤인빌파크CC,,제주특별자치도 서귀포시 표선면 가시로 384,064-787-8700,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%83%A4%EC%9D%B8%EB%B9%8C%ED%8C%8C%ED%81%ACCC,medium,y,
gc-46caa66a0c89,골드리버CC,,충남 공주시 의당면 청룡리 220-2,041-856-7100,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A8%EB%93%9C%EB%A6%AC%EB%B2%84CC,medium,y,
gc-25f812ff383a,계룡산골프장,,공주시 계룡면 아랫난댕이길 17(내흥리),042-550-6841,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%84%EB%A3%A1%EC%82%B0%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,
gc-5df84bcc3bd5,플라밍고C.C,,당진시 석문면 산단8로 299,041-353-3000,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%94%8C%EB%9D%BC%EB%B0%8D%EA%B3%A0C.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,
gc-b21ce78f76ca,골든베이골프&리조트,,충남 태안군 근흥면 정죽리 386-1,041-671-8000,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A8%EB%93%A0%EB%B2%A0%EC%9D%B4%EA%B3%A8%ED%94%84%26%EB%A6%AC%EC%A1%B0%ED%8A%B8,medium,y,
gc-2abf3143e489,스톤비치컨트리클럽,,충남 태안군 근흥면 정죽리 2261-1,041-670-7000,,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%8A%A4%ED%86%A4%EB%B9%84%EC%B9%98%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,
