id,name,change_name_to,address,phone,homepage_url,price_text,price_min,price_max,price_type,difficulty,avg_score,source_url,confidence,needs_check,note,teescanner_matched_title,teescanner_matched_region,teescanner_weekday_price_min,teescanner_weekday_price_max,teescanner_weekend_price_min,teescanner_weekend_price_max,teescanner_overall_price_min,teescanner_overall_price_max,teescanner_success_day_count,teescanner_no_price_day_count,teescanner_manual_review_count,teescanner_accept_price_day_count,teescanner_price_scope_summary,teescanner_review_action,teescanner_detail_url,teescanner_last_collected_at,teescanner_source_name
gc-63e74643a178,더헤븐 컨트리클럽,더헤븐CC,경기도 안산시 단원구 대선로466(대부남동),032-884-1004,https://www.theheavenresort.com/,"참고 요금 평일 188,000원~225,600원 / 주말 235,000원~276,000원",188000,276000,reservation_reference,5.8,92.4,https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%ED%97%A4%EB%B8%90%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,188000,225600,235000,276000,188000,276000,2,0,0,2,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=387&roundDay=2026-06-28&entry_path=SC,2026-06-26T11:33:51.186Z,teescanner
gc-81becbdb274e,파주 J-Public 골프장,파주제이퍼블릭골프클럽,경기도 파주시 조리읍 장곡로 100,031-8071-0808,http://www.jpublic.co.kr/,,63700,95500,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8C%8C%EC%A3%BC%20J-Public,medium,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-25T01:23:31.823Z,teescanner
gc-34f4d067cfc2,파주컨트리클럽,원더클럽 파주CC,경기도 파주시 법원읍 화합로 306,031-959-9999,https://www.onetheclub.com,,,,unknown,8.4,93.8,https://search.naver.com/search.naver?where=nexearch&query=%ED%8C%8C%EC%A3%BCC.C,high,y,,,,,,,,,,0,2,2,0,,manual_review,,,teescanner
gc-9eb46dae9c9d,타이거CC 골프장,타이거CC,경기도 파주시 법원읍 술이홀로 1803,031-958-8900,http://www.tigercc.co.kr/,"참고 요금 평일 110,000원~140,000원 / 주말 180,000원~200,000원",110000,200000,reservation_reference,8.2,93.7,https://search.naver.com/search.naver?where=nexearch&query=%ED%83%80%EC%9D%B4%EA%B1%B0CC%20%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,타이거(P),경기북부 > 파주,110000,140000,180000,200000,110000,200000,2,0,0,2,complete_day_slots,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=624&roundDay=2026-06-29&entry_path=SC,2026-06-25T01:24:36.838Z,teescanner
gc-f2cf5d51eba9,레이크우드 골프장(회원제),레이크우드CC(회원제),경기도 양주시 만송로 244,031-820-1500,https://lakewood.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%9A%B0%EB%93%9C%20%EA%B3%A8%ED%94%84%EC%9E%A5(%ED%9A%8C%EC%9B%90%EC%A0%9C),medium,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-25T01:25:16.398Z,teescanner
gc-310ce4be2e54,레이크우드 골프장(비회원제),레이크우드CC(퍼블릭),경기도 양주시 만송로 244,031-820-1500,https://lakewood.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%9A%B0%EB%93%9C%20%EA%B3%A8%ED%94%84%EC%9E%A5(%EB%B9%84%ED%9A%8C%EC%9B%90%EC%A0%9C),high,y,,,,,,,,,,0,2,2,0,,manual_review,,,teescanner
gc-2f2cc6b9afe3,비에이비스타컨트리클럽(비회원),비에이비스타CC(퍼블릭),경기도 이천시 모가면 어농로 272,031-636-3577,http://www.bavista.co.kr/,"참고 요금 평일 105,000원~115,000원 / 주말 125,000원~135,000원",105000,135000,reservation_reference,3.7,91.2,https://search.naver.com/search.naver?where=nexearch&query=%EB%B9%84%EC%97%90%EC%9D%B4%EB%B9%84%EC%8A%A4%ED%83%80%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,,,105000,115000,125000,135000,105000,135000,2,0,0,2,partial_day_slots | complete_day_slots,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=560&roundDay=2026-06-29&entry_path=SC,,teescanner
gc-06bb9165507c,사우스스프링스C.C,사우스스프링스CC,경기도 이천시 모가면 공원로 64,031-630-7000,https://www.sscc.co.kr/,"참고 요금 주말 140,000원",140000,140000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%82%AC%EC%9A%B0%EC%8A%A4%EC%8A%A4%ED%94%84%EB%A7%81%EC%8A%A4C.C,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,,,140000,140000,140000,140000,1,0,0,1,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=7&roundDay=2026-06-29&entry_path=SC,2026-06-26T11:33:51.187Z,teescanner
gc-014659dabae9,블랙스톤골프장(회원제),블랙스톤CC,경기도 이천시 장호원읍 장여로 459-160,031-643-2000,https://www.blackstoneresort.com/ic/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%B8%94%EB%9E%99%EC%8A%A4%ED%86%A4%EA%B3%A8%ED%94%84%EC%9E%A5(%ED%9A%8C%EC%9B%90%EC%A0%9C),high,y,,,,,,,,,,0,2,2,0,,manual_review,,,teescanner
gc-403c1dbe574a,이천실크밸리골프클럽,이천실크밸리GC,경기도 이천시 율면 임오산로 296,031-639-0077,http://silkvalleygc.co.kr/,"참고 요금 평일 100,000원~120,000원 / 주말 150,000원~200,000원",100000,200000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EC%B2%9C%EC%8B%A4%ED%81%AC%EB%B0%B8%EB%A6%AC%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,100000,120000,150000,200000,100000,200000,2,0,0,2,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=486&roundDay=2026-07-01&entry_path=SC,2026-06-26T11:33:51.189Z,teescanner
gc-fde386e28664,마이다스레이크 이천 골프&리조트,마이다스레이크 이천 골프앤리조트,경기도 이천시 설성면 설가로 602,031-640-0123,http://www.midasgolf.co.kr,"참고 요금 평일 170,000원~210,000원 / 주말 220,000원~270,000원",170000,270000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%9D%B4%EB%8B%A4%EC%8A%A4%EB%A0%88%EC%9D%B4%ED%81%AC%20%EC%9D%B4%EC%B2%9C%20%EA%B3%A8%ED%94%84%26%EB%A6%AC%EC%A1%B0%ED%8A%B8%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,170000,210000,220000,270000,170000,270000,2,0,0,2,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=482&roundDay=2026-07-05&entry_path=SC,2026-06-26T11:33:51.189Z,teescanner
gc-cd449267e87f,파인크리크C.C,파인크리크CC,경기도 안성시 양성면 안성맞춤대로 2417-13,031-672-0071,http://www.tyleisure.co.kr,"참고 요금 평일 125,000원~150,000원 / 주말 250,000원",125000,250000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8C%8C%EC%9D%B8%ED%81%AC%EB%A6%AC%ED%81%ACC.C%20%EC%95%88%EC%84%B1%EC%8B%9C,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,125000,150000,250000,250000,125000,250000,2,0,0,2,loaded_slots,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=39&roundDay=2026-06-29&entry_path=SC,,teescanner
gc-adc16ee54b54,안성컨트리클럽,안성CC,경기도 안성시 죽산면 걸미로 487,031-674-9111,http://www.ansungcc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%88%EC%84%B1%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,medium,y,,안성,경기남부 > 안성,,,,,,,0,1,1,0,,manual_review,,2026-06-25T01:26:44.052Z,teescanner
gc-4884a38f1896,포천아도니스 C.C,포천아도니스CC,경기도 포천시 신북면 포천로 2499,031-530-9100,http://www.adoniscc.co.kr/,"참고 요금 평일 160,000원 / 주말 260,000원",160000,260000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8F%AC%EC%B2%9C%EC%95%84%EB%8F%84%EB%8B%88%EC%8A%A4%20C.C,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,160000,160000,260000,260000,160000,260000,2,0,0,2,complete_day_slots,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=32&roundDay=2026-06-29&entry_path=SC,,teescanner
gc-e2614722e86e,포천아도니스 대중골프장,포천아도니스CC 퍼블릭,경기도 포천시 신북면 포천로 2499,031-530-9100,http://www.adoniscc.co.kr/,"참고 요금 평일 90,000원~100,000원 / 주말 120,000원~130,000원",90000,130000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8F%AC%EC%B2%9C%EC%95%84%EB%8F%84%EB%8B%88%EC%8A%A4%20%EB%8C%80%EC%A4%91%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,90000,100000,120000,130000,90000,130000,2,0,0,2,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=33&roundDay=2026-07-01&entry_path=SC,2026-06-26T11:33:51.189Z,teescanner
gc-1914b4243487,몽베르 컨트리클럽(회원제),몽베르CC(회원제),경기도 포천시 영북면 산정호수로 359-12,031-531-1100,http://www.montvertcc.com/,"참고 요금 평일 110,000원~170,000원 / 주말 190,000원~220,000원",110000,220000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%AA%BD%EB%B2%A0%EB%A5%B4%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90%EC%A0%9C),high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,110000,170000,190000,220000,110000,220000,2,0,0,2,complete_day_slots,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=229&roundDay=2026-06-29&entry_path=SC,,teescanner
gc-d569726d2503,일동레이크대중제골프장,일동레이크GC,경기도 포천시 일동면 화동로 738,031-539-5900,http://www.ildonglakes.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%BC%EB%8F%99%EB%A0%88%EC%9D%B4%ED%81%AC%EB%8C%80%EC%A4%91%EC%A0%9C%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,,,,,,,,,,0,2,2,0,,manual_review,,,teescanner
gc-51bfec26aa96,자유컨트리클럽,자유CC,경기도 여주시 가남읍 자유그린길 69,031-887-7700,https://www.jayucc.co.kr/,"참고 요금 평일 130,000원 / 주말 200,000원",130000,200000,reservation_reference,2.7,90,https://search.naver.com/search.naver?where=nexearch&query=%EC%9E%90%EC%9C%A0%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,130000,130000,200000,200000,130000,200000,2,0,0,2,loaded_slots,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=86&roundDay=2026-06-29&entry_path=SC,,teescanner
gc-61ba4f976442,렉스필드 컨트리클럽(회원),렉스필드CC(회원제),경기도 여주시 산북면 광여로 1115,031-880-8700,https://www.rexfield.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%89%EC%8A%A4%ED%95%84%EB%93%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90),high,y,,,,,,,,,,0,2,2,0,,manual_review,,,teescanner
gc-657d8f5d1426,렉스필드 컨트리클럽(비회원),렉스필드CC(퍼블릭),경기도 여주시 산북면 광여로 1115,031-880-8700,https://www.rexfield.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%89%EC%8A%A4%ED%95%84%EB%93%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%EB%B9%84%ED%9A%8C%EC%9B%90),high,y,,,,,,,,,,0,2,2,0,,manual_review,,,teescanner
gc-ddb3947686d1,스카이밸리골프장(회원),스카이밸리CC(회원제),경기도 여주시 북내면 운촌길 254,031-880-8800,http://www.skyvalley.co.kr/,"참고 요금 평일 120,000원~130,000원 / 주말 200,000원~240,000원",120000,240000,reservation_reference,4,91.5,https://search.naver.com/search.naver?where=nexearch&query=%EC%8A%A4%EC%B9%B4%EC%9D%B4%EB%B0%B8%EB%A6%AC%EA%B3%A8%ED%94%84%EC%9E%A5(%EB%B9%84%ED%9A%8C%EC%9B%90),high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,120000,130000,200000,240000,120000,240000,2,0,0,2,complete_day_slots,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=175&roundDay=2026-06-29&entry_path=SC,,teescanner
gc-2cf253808f7a,캐슬파인골프클럽,캐슬파인GC,경기도 여주시 강천면 부평로 580,031-880-8656,http://www.castlepine.co.kr/,"참고 요금 평일 80,000원~90,000원 / 주말 180,000원~200,000원",80000,200000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%90%EC%8A%AC%ED%8C%8C%EC%9D%B8%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,80000,90000,180000,200000,80000,200000,2,0,0,2,complete_day_slots,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=59&roundDay=2026-06-29&entry_path=SC,,teescanner
gc-d14f87b6bb30,썬힐G.C,썬힐GC,경기도 가평군 조종면 운악청계로 809,031-585-7900,http://www.sunhillgolf.co.kr/,"참고 요금 평일 130,000원 / 주말 190,000원",130000,190000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%8D%AC%ED%9E%90G.C,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,130000,130000,190000,190000,130000,190000,2,0,0,2,complete_day_slots,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=161&roundDay=2026-06-29&entry_path=SC,,teescanner
gc-aa2c41b33610,아난티클럽서울,아난티클럽서울,경기도 가평군 설악면 유명로 961-34,031-589-3000,https://ananti.kr/ko/chord/CD0201,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%84%EB%82%9C%ED%8B%B0%ED%81%B4%EB%9F%BD%EC%84%9C%EC%9A%B8%20%EA%B0%80%ED%8F%89%EA%B5%B0,medium,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-25T01:27:05.959Z,teescanner
gc-a8d0095f2145,가평 베네스트G.C,가평 베네스트GC,경기도 가평군 상면 둔덕말길 232,1577-9727,https://www.benestgolf.com,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%ED%8F%89%20%EB%B2%A0%EB%84%A4%EC%8A%A4%ED%8A%B8G.C,medium,y,,,,,,,,,,0,1,0,0,,not_on_source,,2026-06-25T01:27:45.491Z,teescanner
gc-8503021b2f0d,리앤리C.C,리앤리CC,경기도 가평군 조종면 운악청계로 702-24,031-580-9000,http://www.leenleecc.co.kr/,"참고 요금 평일 130,000원~170,000원 / 주말 190,000원~220,000원",130000,220000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A6%AC%EC%95%A4%EB%A6%ACC.C,high,y,TeeScanner 예약가 기준으로 보강함. 날짜/시간/예약 채널에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요. 네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,130000,170000,190000,220000,130000,220000,2,0,0,2,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=449&roundDay=2026-06-29&entry_path=SC,2026-06-26T11:33:51.186Z,teescanner
gc-68d69c3be5e4,에덴밸리컨트리클럽,골프존카운티 이든,양산시 원동면 어실로 910,055-379-9000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=70,"참고 요금 평일 90,000원~110,000원 / 주말 120,000원~160,000원",90000,160000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%97%90%EB%8D%B4%EB%B0%B8%EB%A6%ACC.C,medium,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,90000,110000,120000,160000,90000,160000,2,0,0,2,manual_entry,accept_price,,2026-06-26T11:33:51.189Z,teescanner
gc-60336c4fc30b,고성노벨컨트리클럽,노벨컨트리클럽,고성군 회화면 회진로 567,055-670-8000,https://www.nobelcc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A0%EC%84%B1%EB%85%B8%EB%B2%A8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,,고성노벨,경상남부 > 고성,,,,,,,0,2,2,0,,manual_review,,2026-06-25T02:04:12.763Z,teescanner
gc-dd8a710bd41c,청하이스턴C.C,이스턴CC,경상북도 포항시 청하면 용산길 94,054-253-0070,https://www.easterncc.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%B2%AD%ED%95%98%EC%9D%B4%EC%8A%A4%ED%84%B4C.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,,,,,,,,,,0,2,2,0,,manual_review,,2026-06-25T02:04:51.690Z,teescanner
gc-4fc6d117b7f4,경주신라C.C,경주신라CC,경상북도 경주시 보문로 319,054-740-7114,http://www.sillacc.co.kr/,"참고 요금 평일 140,000원 / 주말 100,000원",100000,140000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B2%BD%EC%A3%BC%EC%8B%A0%EB%9D%BCC.C,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,140000,140000,100000,100000,100000,140000,2,0,0,2,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=312&roundDay=2026-07-19&entry_path=SC,2026-06-26T11:33:51.189Z,teescanner
gc-4826ba3e38b9,마우나오션C.C,마우나오션CC,경상북도 경주시 양남면 동남로 982,054-740-0678,http://www.mauna.co.kr,"참고 요금 평일 130,000원~180,000원",130000,180000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%9A%B0%EB%82%98%EC%98%A4%EC%85%98C.C,medium,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,130000,180000,,,130000,180000,1,0,0,1,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=231&roundDay=2026-06-29&entry_path=SC,2026-06-26T11:33:51.187Z,teescanner
gc-16c25d6f3f20,마우나오션블루,마우나오션CC,경상북도 경주시 양남면 동남로 982,054-740-0678,http://www.mauna.co.kr,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%9A%B0%EB%82%98%EC%98%A4%EC%85%98%EB%B8%94%EB%A3%A8,high,y,,마우나오션,경상북부 > 경주,,,,,,,0,2,2,0,,manual_review,,2026-06-25T02:05:51.001Z,teescanner
gc-eb9124b06908,가든골프클럽,코오롱호텔 가든 골프장,경상북도 경주시 불국로 289-17,054-746-7900,https://kolongolf.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%EB%93%A0GC,medium,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-25T02:06:30.583Z,teescanner
gc-881d18bae24f,디아너스C.C,강동디아너스CC,경상북도 경주시 보불로 391,1588-0776,https://gj.kangdongcnl.com/,"참고 요금 평일 120,000원~160,000원 / 주말 160,000원~200,000원",120000,200000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%94%EC%95%84%EB%84%88%EC%8A%A4C.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,120000,160000,160000,200000,120000,200000,2,0,0,2,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=253&roundDay=2026-06-30&entry_path=SC,2026-06-26T11:33:51.189Z,teescanner
gc-e67c48835b2a,선리치G.C,선리치골프클럽,경상북도 경주시 안강읍 검단장골길 181-17,054-777-3333,http://www.sunrichgc.com/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%A0%EB%A6%AC%EC%B9%98G.C%20%EA%B2%BD%EC%A3%BC%EC%8B%9C,high,y,,,,,,,,,,0,2,2,0,,manual_review,,2026-06-25T08:13:06.520Z,teescanner
gc-d69bb1cfadc7,이스트힐C.C,이스트힐컨트리클럽,경상북도 경주시 양남면 외남로 1377,054-775-1700,https://www.easthills.co.kr/main/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EC%8A%A4%ED%8A%B8%ED%9E%90C.C,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-25T08:13:45.955Z,teescanner
gc-bd2c2f813e31,애플밸리C.C,애플밸리CC,경상북도 김천시 어모면 작점로 606,054-429-0700,https://www.applevalley.co.kr,"참고 요금 평일 60,000원~140,000원",60000,140000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%A0%ED%94%8C%EB%B0%B8%EB%A6%ACC.C,medium,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,60000,140000,,,60000,140000,1,0,0,1,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=589&roundDay=2026-06-29&entry_path=SC,2026-06-26T11:33:51.187Z,teescanner
gc-1e3e002ab2ce,포도C.C,김천포도CC,경상북도 김천시 구성면 남김천대로 2532,054-420-0200,http://www.podocc.com,"참고 요금 평일 100,000원~140,000원 / 주말 125,000원~165,000원",100000,165000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%ED%8F%AC%EB%8F%84C.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,100000,140000,125000,165000,100000,165000,2,0,0,2,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=407&roundDay=2026-06-28&entry_path=SC,2026-06-26T11:33:51.189Z,teescanner
gc-8894492ab1a6,남안동C.C,남안동CC,경상북도 안동시 일직면 풍일로 1887,054-850-2800,https://www.namandongcc.com/,"참고 요금 평일 70,000원~80,000원",70000,80000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%95%88%EB%8F%99C.C,medium,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,70000,80000,,,70000,80000,1,0,0,1,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=114142&roundDay=2026-06-29&entry_path=SC,2026-06-26T11:33:51.187Z,teescanner
gc-ddc7e02567ba,구미C.C,구미CC,경상북도 구미시 장천면 송백로 229,054-470-6800,http://www.gumicc.com/,"참고 요금 평일 62,000원~92,000원",62000,92000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B5%AC%EB%AF%B8C.C,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,62000,92000,,,62000,92000,1,0,0,1,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=373&roundDay=2026-06-29&entry_path=SC,2026-06-26T11:33:51.187Z,teescanner
gc-f7e7bf534d31,영천C.C,오션힐스 영천CC,경상북도 영천시 임고면 방목길 34-2,054-330-9000,https://oceanhills.com/,"참고 요금 평일 110,000원 / 주말 170,000원",110000,170000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%98%81%EC%B2%9CC.C,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음.,,,110000,110000,170000,170000,110000,170000,2,0,0,2,manual_entry,accept_price,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=414&roundDay=2026-06-28&entry_path=SC,2026-06-26T11:33:51.189Z,teescanner
