id,name,address,query,query_variant,attempted_queries,matched_query,source,candidate_title,candidate_address,candidate_phone,candidate_homepage_url,candidate_price_text,candidate_price_min,candidate_price_max,candidate_price_type,candidate_difficulty,candidate_difficulty_text,candidate_avg_score,candidate_reservation_prices_text,candidate_confidence,needs_review,reason,source_url,collected_at
gc-1914b4243487,몽베르 컨트리클럽(회원제),경기도 포천시 영북면 산정호수로 359-12,몽베르 컨트리클럽(회원제),original,몽베르 컨트리클럽(회원제) | 몽베르 컨트리클럽 | 몽베르 CC(회원제) | 몽베르 C.C(회원제) | 몽베르 CC | 몽베르 C.C | 몽베르 컨트리클럽 네이버 | 몽베르 컨트리클럽 그린피 | 몽베르 컨트리클럽 네이버 예약 | 몽베르 컨트리클럽 포천시,몽베르 컨트리클럽(회원제),naver_scrape,몽베르CC,2024.12.03.포천에 위치한 몽베르 CC는 이름은 많이 들어봤는데 방문은 이번이 처음이에요. 몽베르컨트리클럽 회원제골프장 경기 포천시 영북면 산정호수로 359-12 전화번호 : 031-531-1100... 경기,031-531-1100,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%AA%BD%EB%B2%A0%EB%A5%B4%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T08:30:38.453Z
gc-2db2d6cad688,발리오스컨트리클럽(비회원제),경기도 화성시 팔탄면 3.1만세로 641-28,발리오스컨트리클럽(비회원제),original,발리오스컨트리클럽(비회원제) | 발리오스CC(비회원제) | 발리오스C.C(비회원제) | 발리오스컨트리클럽(비회원제) 네이버 | 발리오스컨트리클럽(비회원제) 그린피 | 발리오스컨트리클럽(비회원제) 네이버 예약 | 발리오스컨트리클럽(비회원제) 화성시,발리오스컨트리클럽(비회원제),naver_scrape,발리오스 컨트리클럽,경기도 화성시 팔탄면 3.1만세로 641-28,031-352-5061,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%9C%EB%A6%AC%EC%98%A4%EC%8A%A4%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%EB%B9%84%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T07:40:58.616Z
gc-ccb45b4f27e1,발리오스컨트리클럽(회원제),경기도 화성시 팔탄면 3.1만세로 641-28,발리오스컨트리클럽(회원제),original,발리오스컨트리클럽(회원제) | 발리오스컨트리클럽 | 발리오스CC(회원제) | 발리오스C.C(회원제) | 발리오스CC | 발리오스C.C | 발리오스컨트리클럽 네이버 | 발리오스컨트리클럽 그린피 | 발리오스컨트리클럽 네이버 예약 | 발리오스컨트리클럽 화성시,발리오스컨트리클럽(회원제),naver_scrape,발리오스 컨트리클럽,3.1만세로 641-28지번화당리 79-1,031-352-5061,,,,,unknown,,,,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%9C%EB%A6%AC%EC%98%A4%EC%8A%A4%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T07:40:53.129Z
gc-fb2e8a3b34d8,베스트밸리 골프클럽,경기도 파주시 광탄면 장지산로200번길 32-41,베스트밸리 골프클럽,original,베스트밸리 골프클럽 | 베스트밸리 GC | 베스트밸리 G.C | 베스트밸리 | 베스트밸리 골프클럽 네이버 | 베스트밸리 골프클럽 그린피 | 베스트밸리 골프클럽 네이버 예약 | 베스트밸리 골프클럽 파주시,베스트밸리 골프클럽,naver_scrape,베스트밸리GC,경기도 파주시 광탄면 장지산로200번길 32-41,031-950-7777,http://www.dennisgc.com,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B2%A0%EC%8A%A4%ED%8A%B8%EB%B0%B8%EB%A6%AC%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T08:11:20.904Z
gc-d7a401a860d3,베어크리크 춘천,춘천시 신동면 김유정로 730,베어크리크 춘천,original,베어크리크 춘천 | 베어크리크 춘천 네이버 | 베어크리크 춘천 그린피 | 베어크리크 춘천 네이버 예약 | 베어크리크 춘천 춘천시,베어크리크 춘천,naver_scrape,베어크리크 춘천,강원 춘천시 신동면 김유정로 730 베어크리크 춘천,1899-0115,https://www.bearcreek.co.kr/,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B2%A0%EC%96%B4%ED%81%AC%EB%A6%AC%ED%81%AC%20%EC%B6%98%EC%B2%9C,2026-06-19T07:24:54.737Z
gc-fb0d61e3914d,베어크리크골프클럽,경기도 포천시 화현면 달인동로 35,베어크리크골프클럽,original,베어크리크골프클럽 | 베어크리크GC | 베어크리크G.C | 베어크리크 | 베어크리크골프클럽 네이버 | 베어크리크골프클럽 그린피 | 베어크리크골프클럽 네이버 예약 | 베어크리크골프클럽 포천시,베어크리크골프클럽,naver_scrape,베어크리크 골프클럽,경기도 포천시 화현면 지현리 산2-1,031-533-9575,https://naver.me/GpazYX8d,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B2%A0%EC%96%B4%ED%81%AC%EB%A6%AC%ED%81%AC%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T08:30:32.780Z
gc-fac50b03683e,벨라45 오너스 컨트리클럽,횡성군 서원면 창촌리 산132,벨라45 오너스 컨트리클럽,original,벨라45 오너스 컨트리클럽 | 벨라45 오너스 CC | 벨라45 오너스 C.C | 벨라45 오너스 컨트리클럽 네이버 | 벨라45 오너스 컨트리클럽 그린피 | 벨라45 오너스 컨트리클럽 네이버 예약 | 벨라45 오너스 컨트리클럽 횡성군,벨라45 오너스 컨트리클럽,naver_scrape,벨라45오너스컨트리클럽,"강원특별자치도 횡성군 서원면 서원남로 80-0에 위치한 벨라45 오너스 컨트리클럽의 상세 정보. 시설 면적, 운영 형태, 위치 정보를 확인하세요.",02-0120-2400,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B2%A8%EB%9D%BC45%20%EC%98%A4%EB%84%88%EC%8A%A4%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:28:42.894Z
gc-a09581c58781,벨라45마스터스 컨트리클럽,횡성군 서원면 창촌리 산124,벨라45마스터스 컨트리클럽,original,벨라45마스터스 컨트리클럽 | 벨라45마스터스 CC | 벨라45마스터스 C.C | 벨라45마스터스 컨트리클럽 네이버 | 벨라45마스터스 컨트리클럽 그린피 | 벨라45마스터스 컨트리클럽 네이버 예약 | 벨라45마스터스 컨트리클럽 횡성군,벨라45마스터스 컨트리클럽,naver_scrape,벨라45마스터스컨트리클럽,"강원특별자치도 횡성군 서원면 서원남로 80-0에 위치한 벨라45 마스터스 컨트리클럽의 상세 정보. 시설 면적, 운영 형태, 위치 정보를 확인하세요.",02-0120-2400,http://www.bella45.com,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B2%A8%EB%9D%BC45%EB%A7%88%EC%8A%A4%ED%84%B0%EC%8A%A4%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:28:48.807Z
gc-43114c6913bc,벨라스톤컨트리클럽,횡성군 서원면 옥계9길 124,벨라스톤컨트리클럽,original,벨라스톤컨트리클럽 | 벨라스톤CC | 벨라스톤C.C | 벨라스톤컨트리클럽 네이버 | 벨라스톤컨트리클럽 그린피 | 벨라스톤컨트리클럽 네이버 예약 | 벨라스톤컨트리클럽 횡성군,벨라스톤컨트리클럽,naver_scrape,벨라스톤컨트리클럽,강원 횡성군 서원면 옥계9길 124,033-340-9000,http://www.bellastonecc.com/,"네이버 예약: 149,000원; 169,000원; 174,000원; 179,000원; 189,000원",149000,189000,reservation_price,7,7/10,93,"네이버 예약: 149,000원; 169,000원; 174,000원; 179,000원; 189,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage ambiguous; reservation prices: 5; difficulty: 7/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%B2%A8%EB%9D%BC%EC%8A%A4%ED%86%A4%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:28:26.086Z
gc-788ff880fb4f,블랙밸리컨트리클럽,삼척시 도계읍 도상로 307-84,블랙밸리컨트리클럽,original,블랙밸리컨트리클럽 | 블랙밸리CC | 블랙밸리C.C | 블랙밸리컨트리클럽 네이버 | 블랙밸리컨트리클럽 그린피 | 블랙밸리컨트리클럽 네이버 예약 | 블랙밸리컨트리클럽 삼척시,블랙밸리컨트리클럽,naver_scrape,블랙밸리CC,강원 삼척시 도계읍 도상로 307-84,033-540-5300,http://www.blackcc.co.kr/,"네이버 예약: 90,000원; 130,000원",90000,130000,reservation_price,8.9,8.9/10,94,"네이버 예약: 90,000원; 130,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage ambiguous; reservation prices: 2; difficulty: 8.9/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%B8%94%EB%9E%99%EB%B0%B8%EB%A6%AC%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:26:53.332Z
gc-9de1c40fef77,블랙스톤골프장(대중형),경기도 이천시 장호원읍 장여로 459-160,블랙스톤골프장(대중형),original,블랙스톤골프장(대중형) | 블랙스톤(대중형) | 블랙스톤골프장(대중형) 네이버 | 블랙스톤골프장(대중형) 그린피 | 블랙스톤골프장(대중형) 네이버 예약 | 블랙스톤골프장(대중형) 이천시,블랙스톤골프장(대중형),naver_scrape,블랙스톤골프장(대중형),"2026.01.18.블랙스톤골프장(대중형)는 연락처는 03163008** 입니다. 경기도 이천시 장호원읍 풍계리 41-41 에 위치해 있으며, 위치 정보 및 전화번호는 본문을 확인하세요.",,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, 추가 필드 수동 확인 필요; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B8%94%EB%9E%99%EC%8A%A4%ED%86%A4%EA%B3%A8%ED%94%84%EC%9E%A5(%EB%8C%80%EC%A4%91%ED%98%95),2026-06-19T08:14:04.934Z
gc-014659dabae9,블랙스톤골프장(회원제),경기도 이천시 장호원읍 장여로 459-160,블랙스톤골프장(회원제),original,블랙스톤골프장(회원제) | 블랙스톤골프장 | 블랙스톤(회원제) | 블랙스톤 | 블랙스톤골프장 네이버 | 블랙스톤골프장 그린피 | 블랙스톤골프장 네이버 예약 | 블랙스톤골프장 이천시,블랙스톤골프장(회원제),naver_scrape,블랙스톤골프장(회원제),"골프장, 블랙스톤 이천 ; 지역, 경기권 ; 구분, 회원제 ; 홀수-회원제, 18 ; 법인명, (주)블랙스톤리조트 ; 대표전화, 031-643-2000 ; 현장주소, (17414)경기 이천시 장호원읍 장여로 459-",064-795-2121,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 3; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B8%94%EB%9E%99%EC%8A%A4%ED%86%A4%EA%B3%A8%ED%94%84%EC%9E%A5(%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T08:13:59.184Z
gc-2ef4e18d677b,블루원용인CC(비회원제),경기도 용인시 처인구 원삼면 보개원삼로 1534번길 40,블루원용인CC(비회원제),original,블루원용인CC(비회원제) | 블루원용인CC(비회원제) 네이버 | 블루원용인CC(비회원제) 그린피 | 블루원용인CC(비회원제) 네이버 예약 | 블루원용인CC(비회원제) 용인시,블루원용인CC(비회원제),naver_scrape,블루원용인CC(비회원제),"경기도 용인시 처인구 원삼면 보개원삼로1534번길 40에 위치한 블루원용인CC(비회원제)의 상세 정보. 시설 면적, 운영 형태, 위치 정보를 확인하세요.",02-0119-9300,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B8%94%EB%A3%A8%EC%9B%90%EC%9A%A9%EC%9D%B8CC(%EB%B9%84%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T07:38:21.320Z
gc-0c833ff6d95f,블루원용인CC(회원제),경기도 용인시 처인구 원삼면 보개원삼로 1534번길 40,블루원용인CC(회원제),original,블루원용인CC(회원제) | 블루원용인CC | 블루원용인CC 네이버 | 블루원용인CC 그린피 | 블루원용인CC 네이버 예약 | 블루원용인CC 용인시,블루원용인CC(회원제),naver_scrape,블루원용인CC(회원제),보개원삼로1534번길 40 ClubHouse지번목신리 356-10,,,,,,unknown,,,,,medium,true,"이름 유사, 주소·후보 필드 확인 필요; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B8%94%EB%A3%A8%EC%9B%90%EC%9A%A9%EC%9D%B8CC(%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T07:38:15.705Z
gc-07b4c0178c39,블루헤런G.C,경기도 여주시 대신면 고달사로 67,블루헤런G.C 그린피,green_fee,블루헤런G.C | 블루헤런G.C 네이버 | 블루헤런G.C 그린피 | 블루헤런G.C 네이버 예약 | 블루헤런G.C 여주시,블루헤런G.C 그린피,naver_scrape,블루헤런G.C그린피,블루헤런cc회원권 블루헤런 CC(GC) 안내 모기업 : 하이트진로 그룹 주소 : 경기도 여주시 대신면 고달사로 67 홀수 : 18홀 잔디 : 조선잔디 (페어웨이) / 벤트그라스 (그린) 블루헤런 CC(GC)회원권 혜,,https://shorturl.at/yQtN4,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B8%94%EB%A3%A8%ED%97%A4%EB%9F%B0G.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,2026-06-19T08:33:17.342Z
gc-bcdfbfe815c7,비에이비스타골프장(회원),경기도 이천시 모가면 어농로 272,비에이비스타골프장,normalized,비에이비스타골프장(회원) | 비에이비스타골프장 | 비에이비스타(회원) | 비에이비스타 | 비에이비스타골프장 네이버 | 비에이비스타골프장 그린피 | 비에이비스타골프장 네이버 예약 | 비에이비스타골프장 이천시,비에이비스타골프장,naver_scrape,비에이비스타골프장,"모기업 삼풍관광(주) 개장일 2003년 7월 회원수 1,250명 홀수 54홀 (회원제 36홀 퍼블릭 18홀) 주소 경기 이천시 모가면 어농로 272 회원 구성 무기명 4인 회원 혜택 전원 주중 100,000 분양가",,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, 추가 필드 수동 확인 필요; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B9%84%EC%97%90%EC%9D%B4%EB%B9%84%EC%8A%A4%ED%83%80%EA%B3%A8%ED%94%84%EC%9E%A5,2026-06-19T08:13:34.420Z
gc-2f2cc6b9afe3,비에이비스타컨트리클럽(비회원),경기도 이천시 모가면 어농로 272,비에이비스타컨트리클럽(비회원),original,비에이비스타컨트리클럽(비회원) | 비에이비스타CC(비회원) | 비에이비스타C.C(비회원) | 비에이비스타컨트리클럽(비회원) 네이버 | 비에이비스타컨트리클럽(비회원) 그린피 | 비에이비스타컨트리클럽(비회원) 네이버 예약 | 비에이비스타컨트리클럽(비회원) 이천시,비에이비스타컨트리클럽(비회원),naver_scrape,비에이비스타 컨트리클럽> 여행지,경기도 이천시 모가면 어농로 272 (모가면),031-636-3577,,,,,unknown,,,,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B9%84%EC%97%90%EC%9D%B4%EB%B9%84%EC%8A%A4%ED%83%80%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%EB%B9%84%ED%9A%8C%EC%9B%90),2026-06-19T08:13:42.271Z
gc-7471c8142b1e,비전힐스CC,경기도 남양주시 화도읍 마치로 226-220,비전힐스CC,original,비전힐스CC | 비전힐스CC 네이버 | 비전힐스CC 그린피 | 비전힐스CC 네이버 예약 | 비전힐스CC 남양주시,비전힐스CC,naver_scrape,비전힐스,경기 남양주시 화도읍 마치로 226-220,031-595-3355,http://www.visionhillscc.co.kr/,,,,unknown,3.8,3.8/10,91,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 3; homepage ambiguous; naver reservation price not found; difficulty: 3.8/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B9%84%EC%A0%84%ED%9E%90%EC%8A%A4CC,2026-06-19T07:41:43.779Z
gc-3447dbe87ddc,비콘힐스골프클럽,홍천군 홍천읍 높은터로 533,비콘힐스골프클럽,original,비콘힐스골프클럽 | 비콘힐스GC | 비콘힐스G.C | 비콘힐스 | 비콘힐스골프클럽 네이버 | 비콘힐스골프클럽 그린피 | 비콘힐스골프클럽 네이버 예약 | 비콘힐스골프클럽 홍천군,비콘힐스골프클럽,naver_scrape,비콘힐스골프클럽,강원 홍천군 홍천읍 높은터로 533,033-439-5114,http://www.beaconhills.co.kr/,"네이버 예약: 135,000원; 145,000원; 155,000원",135000,155000,reservation_price,7.8,7.8/10,93,"네이버 예약: 135,000원; 145,000원; 155,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 3; difficulty: 7.8/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%B9%84%EC%BD%98%ED%9E%90%EC%8A%A4%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T07:27:16.783Z
gc-a862e6d054f2,빅토리아일반대중골프장,경기도 여주시 가남읍 송삼로 191,빅토리아일반대중골프장 여주시,city,빅토리아일반대중골프장 | 빅토리아일반대중 | 빅토리아일반대중골프장 네이버 | 빅토리아일반대중골프장 그린피 | 빅토리아일반대중골프장 네이버 예약 | 빅토리아일반대중골프장 여주시,빅토리아일반대중골프장 여주시,naver_scrape,빅토리아 골프클럽 (2026) - 경기도 여주시 가볼만한곳,빅토리아 골프클럽 (2026) - 경기도 여주시 가볼만한곳,031-883-0111,http://www.victoriagc.co.kr/,"네이버 예약: 80,000원; 115,000원; 120,000원",80000,120000,reservation_price,,,,"네이버 예약: 80,000원; 115,000원; 120,000원",low,true,"source_url만 확보, 이름·주소 매칭 약함; reservation prices: 3",https://search.naver.com/search.naver?where=nexearch&query=%EB%B9%85%ED%86%A0%EB%A6%AC%EC%95%84%EC%9D%BC%EB%B0%98%EB%8C%80%EC%A4%91%EA%B3%A8%ED%94%84%EC%9E%A5%20%EC%97%AC%EC%A3%BC%EC%8B%9C,2026-06-19T08:32:38.113Z
gc-06bb9165507c,사우스스프링스C.C,경기도 이천시 모가면 공원로 64,사우스스프링스C.C,original,사우스스프링스C.C | 사우스스프링스C.C 네이버 | 사우스스프링스C.C 그린피 | 사우스스프링스C.C 네이버 예약 | 사우스스프링스C.C 이천시,사우스스프링스C.C,naver_scrape,사우스스프링스,"2025.12.23.사우스스프링스CC는 경기도 이천시 모가면 소고리 640-6, 공원로 64 일대에 위치한 대중제 18홀, 파72 골프장입니다. 2009년 최고급 회원제로 출발했다가 2016년 퍼블릭으로 전환한 이후",031-630-7091,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EC%82%AC%EC%9A%B0%EC%8A%A4%EC%8A%A4%ED%94%84%EB%A7%81%EC%8A%A4C.C,2026-06-19T08:13:53.589Z
gc-076abf5ece38,샌드파인골프클럽,강릉시 저동등길 53(저동),샌드파인골프클럽,original,샌드파인골프클럽 | 샌드파인GC | 샌드파인G.C | 샌드파인 | 샌드파인골프클럽 네이버 | 샌드파인골프클럽 그린피 | 샌드파인골프클럽 네이버 예약 | 샌드파인골프클럽 강릉시,샌드파인골프클럽,naver_scrape,샌드파인GC,강원 강릉시 저동등길 53,1644-3001,https://www.lakaisandpine.co.kr/golf,,,,unknown,6.8,6.8/10,92,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 6.8/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EC%83%8C%EB%93%9C%ED%8C%8C%EC%9D%B8%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T07:26:10.095Z
gc-690b34d2b582,샤인데일골프&리조트,홍천군 서면 한서로 247-156,샤인데일골프&리조트,original,샤인데일골프&리조트 | 샤인데일골프&리조트 네이버 | 샤인데일골프&리조트 그린피 | 샤인데일골프&리조트 네이버 예약 | 샤인데일골프&리조트 홍천군,샤인데일골프&리조트,naver_scrape,샤인데일골프&리조트,강원 홍천군 서면 한서로 247-156,033-430-1000,http://www.shinedale.com/,"네이버 예약: 160,000원; 210,000원",160000,210000,reservation_price,8.7,8.7/10,94,"네이버 예약: 160,000원; 210,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 2; difficulty: 8.7/10",https://search.naver.com/search.naver?where=nexearch&query=%EC%83%A4%EC%9D%B8%EB%8D%B0%EC%9D%BC%EA%B3%A8%ED%94%84%26%EB%A6%AC%EC%A1%B0%ED%8A%B8,2026-06-19T07:27:45.150Z
gc-7c76a7546834,샴발라 컨트리클럽,경기도 포천시 군내면 청군로 2856-93,샴발라 컨트리클럽,original,샴발라 컨트리클럽 | 샴발라 CC | 샴발라 C.C | 샴발라 컨트리클럽 네이버 | 샴발라 컨트리클럽 그린피 | 샴발라 컨트리클럽 네이버 예약 | 샴발라 컨트리클럽 포천시,샴발라 컨트리클럽,naver_scrape,샴발라CC,경기 포천시 군내면 청군로 2856-93,031-535-5045,http://www.shambhalacc.co.kr,"네이버 예약: 150,000원",150000,150000,reservation_price,9.4,9.4/10,94,"네이버 예약: 150,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 1; difficulty: 9.4/10",https://search.naver.com/search.naver?where=nexearch&query=%EC%83%B4%EB%B0%9C%EB%9D%BC%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:31:27.478Z
gc-962dc7cafd46,서서울 컨트리클럽,경기도 파주시 광탄면 혜음로 324,서서울 컨트리클럽,original,서서울 컨트리클럽 | 서서울 CC | 서서울 C.C | 서서울 컨트리클럽 네이버 | 서서울 컨트리클럽 그린피 | 서서울 컨트리클럽 네이버 예약 | 서서울 컨트리클럽 파주시,서서울 컨트리클럽,naver_scrape,서서울 컨트리클럽,경기 파주시 광탄면 혜음로 324,031-943-0040,http://www.seoseoul.co.kr/,,,,unknown,5.9,5.9/10,92,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 5.9/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%84%9C%EC%9A%B8%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:10:45.215Z
gc-0ab02fc6c813,서원밸리 골프장,경기도 파주시 광탄면 서원길 333,서원밸리 골프장,original,서원밸리 골프장 | 서원밸리 | 서원밸리 골프장 네이버 | 서원밸리 골프장 그린피 | 서원밸리 골프장 네이버 예약 | 서원밸리 골프장 파주시,서원밸리 골프장,naver_scrape,서원밸리CC,경기 파주시 광탄면 서원길 333,031-940-9400,http://www.seowongolf.co.kr/,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9B%90%EB%B0%B8%EB%A6%AC%20%EA%B3%A8%ED%94%84%EC%9E%A5,2026-06-19T08:10:51.138Z
gc-fabeaa53a815,서원힐스 골프장,경기도 파주시 광탄면 서원길 333,서원힐스 골프장,original,서원힐스 골프장 | 서원힐스 | 서원힐스 골프장 네이버 | 서원힐스 골프장 그린피 | 서원힐스 골프장 네이버 예약 | 서원힐스 골프장 파주시,서원힐스 골프장,naver_scrape,서원힐스CC,경기 파주시 광탄면 서원길 333,031-940-9400,http://www.seowongolf.co.kr/,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9B%90%ED%9E%90%EC%8A%A4%20%EA%B3%A8%ED%94%84%EC%9E%A5,2026-06-19T08:10:56.954Z
gc-fc0e80550b95,석천CC,경기도 용인시 처인구 백암면 황새울로 255,석천CC 용인시,city,석천CC | 석천CC 네이버 | 석천CC 그린피 | 석천CC 네이버 예약 | 석천CC 용인시,석천CC 용인시,naver_scrape,용인CC 석천코스,2025.01.05.석천CC (대중제) 상세 정보입니다. 경기도 용인시 처인구 백암면 황새울로 255 위치입니다. 경기도 용인시 처인구 백암면 황새울로 255,031-332-3323,https://naver.me/5huOa2Hn,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9D%EC%B2%9CCC%20%EC%9A%A9%EC%9D%B8%EC%8B%9C,2026-06-19T07:39:22.073Z
